KEGG	GS115_MIT
ppa:PAS_chr1-1_0043	lcl|CP014715.1_cds_AOA66373.1_330
ppa:PAS_chr1-1_0043	lcl|CP014715.1_cds_AOA66373.1_330
ppa:PAS_chr1-1_0044	lcl|CP014715.1_cds_AOA65505.1_331
ppa:PAS_chr1-1_0045	lcl|CP014715.1_cds_AOA66446.1_332
ppa:PAS_chr1-1_0046	lcl|CP014715.1_cds_AOA66214.1_333
ppa:PAS_chr1-1_0047	lcl|CP014715.1_cds_AOA65385.1_334
ppa:PAS_chr1-1_0048	lcl|CP014715.1_cds_AOA65775.1_335
ppa:PAS_chr1-1_0049	lcl|CP014715.1_cds_AOA66345.1_336
ppa:PAS_chr1-1_0050	lcl|CP014715.1_cds_AOA65777.1_337
ppa:PAS_chr1-1_0051	lcl|CP014715.1_cds_AOA66237.1_338
ppa:PAS_chr1-1_0052	lcl|CP014715.1_cds_AOA66842.1_339
ppa:PAS_chr1-1_0053	lcl|CP014715.1_cds_AOA66685.1_340
ppa:PAS_chr1-1_0054	lcl|CP014715.1_cds_AOA65789.1_342
ppa:PAS_chr1-1_0055	lcl|CP014715.1_cds_AOA66024.1_343
ppa:PAS_chr1-1_0056	lcl|CP014715.1_cds_AOA65396.1_344
ppa:PAS_chr1-1_0057	lcl|CP014715.1_cds_AOA66035.1_345
ppa:PAS_chr1-1_0058	lcl|CP014715.1_cds_AOA66126.1_346
ppa:PAS_chr1-1_0059	lcl|CP014715.1_cds_AOA65911.1_347
ppa:PAS_chr1-1_0060	lcl|CP014715.1_cds_AOA65739.1_348
ppa:PAS_chr1-1_0061	lcl|CP014715.1_cds_AOA66883.1_349
ppa:PAS_chr1-1_0062	lcl|CP014715.1_cds_AOA66417.1_350
ppa:PAS_chr1-1_0063	lcl|CP014715.1_cds_AOA65676.1_351
ppa:PAS_chr1-1_0064	lcl|CP014715.1_cds_AOA65661.1_352
ppa:PAS_chr1-1_0065	lcl|CP014715.1_cds_AOA65679.1_353
ppa:PAS_chr1-1_0066	lcl|CP014715.1_cds_AOA66788.1_354
ppa:PAS_chr1-1_0067	lcl|CP014715.1_cds_AOA66041.1_355
ppa:PAS_chr1-1_0068	lcl|CP014715.1_cds_AOA66188.1_356
ppa:PAS_chr1-1_0069	lcl|CP014715.1_cds_AOA66486.1_357
ppa:PAS_chr1-1_0469	lcl|CP014715.1_cds_AOA66411.1_358
ppa:PAS_chr1-1_0070	lcl|CP014715.1_cds_AOA66173.1_359
ppa:PAS_chr1-1_0071	lcl|CP014715.1_cds_AOA65895.1_360
ppa:PAS_chr1-1_0072	lcl|CP014715.1_cds_AOA66249.1_361
ppa:PAS_chr1-1_0470	lcl|CP014715.1_cds_AOA65698.1_362
ppa:PAS_chr1-1_0074	lcl|CP014715.1_cds_AOA66155.1_363
ppa:PAS_chr1-1_0076	lcl|CP014715.1_cds_AOA66765.1_365
ppa:PAS_chr1-1_0077	lcl|CP014715.1_cds_AOA66278.1_366
ppa:PAS_chr1-1_0078	lcl|CP014715.1_cds_AOA66691.1_367
ppa:PAS_chr1-1_0079	lcl|CP014715.1_cds_AOA66666.1_368
ppa:PAS_chr1-1_0080	lcl|CP014715.1_cds_AOA66332.1_369
ppa:PAS_chr1-1_0081	lcl|CP014715.1_cds_AOA66530.1_370
ppa:PAS_chr1-1_0471	lcl|CP014715.1_cds_AOA65976.1_371
ppa:PAS_chr1-1_0471	lcl|CP014715.1_cds_AOA66894.1_372
ppa:PAS_chr1-1_0471	lcl|CP014715.1_cds_AOA66894.1_372
ppa:PAS_chr1-1_0082	lcl|CP014715.1_cds_AOA66886.1_373
ppa:PAS_chr1-1_0083	lcl|CP014715.1_cds_AOA65420.1_374
ppa:PAS_chr1-1_0084	lcl|CP014715.1_cds_AOA65626.1_375
ppa:PAS_chr1-1_0085	lcl|CP014715.1_cds_AOA66869.1_376
ppa:PAS_chr1-1_0086	lcl|CP014715.1_cds_AOA66234.1_377
ppa:PAS_chr1-1_0087	lcl|CP014715.1_cds_AOA66833.1_378
ppa:PAS_chr1-1_0088	lcl|CP014715.1_cds_AOA66596.1_379
ppa:PAS_chr1-1_0089	lcl|CP014715.1_cds_AOA65618.1_380
ppa:PAS_chr1-1_0090	lcl|CP014715.1_cds_AOA66304.1_381
ppa:PAS_chr1-1_0091	lcl|CP014715.1_cds_AOA66319.1_382
ppa:PAS_chr1-1_0092	lcl|CP014715.1_cds_AOA65510.1_383
ppa:PAS_chr1-1_0093	lcl|CP014715.1_cds_AOA65785.1_384
ppa:PAS_chr1-1_0094	lcl|CP014715.1_cds_AOA65678.1_385
ppa:PAS_chr1-1_0472	lcl|CP014715.1_cds_AOA65962.1_386
ppa:PAS_chr1-1_0095	lcl|CP014715.1_cds_AOA65865.1_387
ppa:PAS_chr1-1_0473	lcl|CP014715.1_cds_AOA65627.1_388
ppa:PAS_chr1-1_0096	lcl|CP014715.1_cds_AOA65900.1_389
ppa:PAS_chr1-1_0097	lcl|CP014715.1_cds_AOA65639.1_390
ppa:PAS_chr1-1_0098	lcl|CP014715.1_cds_AOA66812.1_391
ppa:PAS_chr1-1_0099	lcl|CP014715.1_cds_AOA66307.1_392
ppa:PAS_chr1-1_0100	lcl|CP014715.1_cds_AOA66377.1_393
ppa:PAS_chr1-1_0101	lcl|CP014715.1_cds_AOA65560.1_394
ppa:PAS_chr1-1_0102	lcl|CP014715.1_cds_AOA65596.1_395
ppa:PAS_chr1-1_0103	lcl|CP014715.1_cds_AOA66707.1_396
ppa:PAS_chr1-1_0104	lcl|CP014715.1_cds_AOA65662.1_397
ppa:PAS_chr1-1_0105	lcl|CP014715.1_cds_AOA65491.1_398
ppa:PAS_chr1-1_0106	lcl|CP014715.1_cds_AOA65943.1_399
ppa:PAS_chr1-1_0107	lcl|CP014715.1_cds_AOA66688.1_400
ppa:PAS_chr1-1_0108	lcl|CP014715.1_cds_AOA66686.1_401
ppa:PAS_chr1-1_0109	lcl|CP014715.1_cds_AOA66162.1_402
ppa:PAS_chr1-1_0110	lcl|CP014715.1_cds_AOA65770.1_403
ppa:PAS_chr1-1_0111	lcl|CP014715.1_cds_AOA66112.1_404
ppa:PAS_chr1-1_0112	lcl|CP014715.1_cds_AOA65916.1_405
ppa:PAS_chr1-1_0113	lcl|CP014715.1_cds_AOA66855.1_406
ppa:PAS_chr1-1_0114	lcl|CP014715.1_cds_AOA65956.1_408
ppa:PAS_chr1-1_0114	lcl|CP014715.1_cds_AOA66698.1_407
ppa:PAS_chr1-1_0116	lcl|CP014715.1_cds_AOA66324.1_409
ppa:PAS_chr1-1_0117	lcl|CP014715.1_cds_AOA65787.1_410
ppa:PAS_chr1-1_0118	lcl|CP014715.1_cds_AOA66318.1_411
ppa:PAS_chr1-1_0474	lcl|CP014715.1_cds_AOA66628.1_412
ppa:PAS_chr1-1_0119	lcl|CP014715.1_cds_AOA66470.1_413
ppa:PAS_chr1-1_0120	lcl|CP014715.1_cds_AOA66178.1_414
ppa:PAS_chr1-1_0120	lcl|CP014715.1_cds_AOA66178.1_414
ppa:PAS_chr1-1_0475	lcl|CP014715.1_cds_AOA66321.1_415
ppa:PAS_chr1-1_0122	lcl|CP014715.1_cds_AOA66105.1_416
ppa:PAS_chr1-1_0123	lcl|CP014715.1_cds_AOA66568.1_417
ppa:PAS_chr1-1_0124	lcl|CP014715.1_cds_AOA65574.1_418
ppa:PAS_chr1-1_0126	lcl|CP014715.1_cds_AOA65435.1_419
ppa:PAS_chr1-1_0127	lcl|CP014715.1_cds_AOA65405.1_420
ppa:PAS_chr1-1_0476	lcl|CP014715.1_cds_AOA65418.1_421
ppa:PAS_chr1-1_0128	lcl|CP014715.1_cds_AOA66222.1_422
ppa:PAS_chr1-1_0477	lcl|CP014715.1_cds_AOA65737.1_423
ppa:PAS_chr1-1_0129	lcl|CP014715.1_cds_AOA65737.1_423
ppa:PAS_chr1-1_0478	lcl|CP014715.1_cds_AOA65439.1_424
ppa:PAS_chr1-1_0130	lcl|CP014715.1_cds_AOA66005.1_425
ppa:PAS_chr1-1_0131	lcl|CP014715.1_cds_AOA65463.1_426
ppa:PAS_chr1-1_0132	lcl|CP014715.1_cds_AOA66841.1_427
ppa:PAS_chr1-1_0133	lcl|CP014715.1_cds_AOA65982.1_428
ppa:PAS_chr1-1_0134	lcl|CP014715.1_cds_AOA66172.1_429
ppa:PAS_chr1-1_0135	lcl|CP014715.1_cds_AOA66647.1_430
ppa:PAS_chr1-1_0135	lcl|CP014715.1_cds_AOA66647.1_430
ppa:PAS_chr1-1_0135	lcl|CP014715.1_cds_AOA66647.1_430
ppa:PAS_chr1-1_0135	lcl|CP014715.1_cds_AOA66647.1_430
ppa:PAS_chr1-1_0135	lcl|CP014715.1_cds_AOA66647.1_430
ppa:PAS_chr1-1_0136	lcl|CP014715.1_cds_AOA65567.1_432
ppa:PAS_chr1-1_0137	lcl|CP014715.1_cds_AOA65493.1_433
ppa:PAS_chr1-1_0138	lcl|CP014715.1_cds_AOA66337.1_434
ppa:PAS_chr1-1_0139	lcl|CP014715.1_cds_AOA65555.1_435
ppa:PAS_chr1-1_0140	lcl|CP014715.1_cds_AOA66888.1_436
ppa:PAS_chr1-1_0141	lcl|CP014715.1_cds_AOA65826.1_437
ppa:PAS_chr1-1_0142	lcl|CP014715.1_cds_AOA66498.1_438
ppa:PAS_chr1-1_0143	lcl|CP014715.1_cds_AOA66065.1_439
ppa:PAS_chr1-1_0145	lcl|CP014715.1_cds_AOA65867.1_440
ppa:PAS_chr1-1_0146	lcl|CP014715.1_cds_AOA65480.1_441
ppa:PAS_chr1-1_0147	lcl|CP014715.1_cds_AOA66101.1_442
ppa:PAS_chr1-1_0148	lcl|CP014715.1_cds_AOA66667.1_443
ppa:PAS_chr1-1_0149	lcl|CP014715.1_cds_AOA66261.1_444
ppa:PAS_chr1-1_0150	lcl|CP014715.1_cds_AOA66793.1_445
ppa:PAS_chr1-1_0151	lcl|CP014715.1_cds_AOA65629.1_446
ppa:PAS_chr1-1_0152	lcl|CP014715.1_cds_AOA65474.1_447
ppa:PAS_chr1-1_0153	lcl|CP014715.1_cds_AOA65769.1_448
ppa:PAS_chr1-1_0154	lcl|CP014715.1_cds_AOA66124.1_449
ppa:PAS_chr1-1_0155	lcl|CP014715.1_cds_AOA66714.1_450
ppa:PAS_chr1-1_0156	lcl|CP014715.1_cds_AOA65532.1_451
ppa:PAS_chr1-1_0157	lcl|CP014715.1_cds_AOA65803.1_452
ppa:PAS_chr1-1_0158	lcl|CP014715.1_cds_AOA66540.1_453
ppa:PAS_chr1-1_0479	lcl|CP014715.1_cds_AOA65896.1_454
ppa:PAS_chr1-1_0159	lcl|CP014715.1_cds_AOA65460.1_455
ppa:PAS_chr1-1_0160	lcl|CP014715.1_cds_AOA66421.1_456
ppa:PAS_chr1-1_0161	lcl|CP014715.1_cds_AOA66215.1_458
ppa:PAS_chr1-1_0162	lcl|CP014715.1_cds_AOA65919.1_459
ppa:PAS_chr1-1_0163	lcl|CP014715.1_cds_AOA65807.1_460
ppa:PAS_chr1-1_0164	lcl|CP014715.1_cds_AOA66409.1_461
ppa:PAS_chr1-1_0165	lcl|CP014715.1_cds_AOA65619.1_462
ppa:PAS_chr1-1_0167	lcl|CP014715.1_cds_AOA66068.1_463
ppa:PAS_chr1-1_0168	lcl|CP014715.1_cds_AOA66745.1_464
ppa:PAS_chr1-1_0169	lcl|CP014715.1_cds_AOA66783.1_465
ppa:PAS_chr1-1_0170	lcl|CP014715.1_cds_AOA66605.1_466
ppa:PAS_chr1-1_0171	lcl|CP014715.1_cds_AOA66229.1_467
ppa:PAS_chr1-1_0172	lcl|CP014715.1_cds_AOA66572.1_468
ppa:PAS_chr1-1_0173	lcl|CP014715.1_cds_AOA65601.1_469
ppa:PAS_chr1-1_0174	lcl|CP014715.1_cds_AOA66621.1_470
ppa:PAS_chr1-1_0175	lcl|CP014715.1_cds_AOA66712.1_471
ppa:PAS_chr1-1_0175	lcl|CP014715.1_cds_AOA66712.1_471
ppa:PAS_chr1-1_0176	lcl|CP014715.1_cds_AOA66649.1_472
ppa:PAS_chr1-1_0177	lcl|CP014715.1_cds_AOA66466.1_473
ppa:PAS_chr1-1_0178	lcl|CP014715.1_cds_AOA65990.1_474
ppa:PAS_chr1-1_0179	lcl|CP014715.1_cds_AOA66269.1_475
ppa:PAS_chr1-1_0180	lcl|CP014715.1_cds_AOA66208.1_476
ppa:PAS_chr1-1_0181	lcl|CP014715.1_cds_AOA66488.1_477
ppa:PAS_chr1-1_0182	lcl|CP014715.1_cds_AOA66684.1_479
ppa:PAS_chr1-1_0182	lcl|CP014715.1_cds_AOA66683.1_478
ppa:PAS_chr1-1_0182	lcl|CP014715.1_cds_AOA66683.1_478
ppa:PAS_chr1-1_0183	lcl|CP014715.1_cds_AOA65906.1_480
ppa:PAS_chr1-1_0480	lcl|CP014715.1_cds_AOA66531.1_481
ppa:PAS_chr1-1_0184	lcl|CP014715.1_cds_AOA65738.1_482
ppa:PAS_chr1-1_0186	lcl|CP014715.1_cds_AOA66048.1_483
ppa:PAS_chr1-1_0481	lcl|CP014715.1_cds_AOA65689.1_484
ppa:PAS_chr1-1_0187	lcl|CP014715.1_cds_AOA66405.1_485
ppa:PAS_chr1-1_0189	lcl|CP014715.1_cds_AOA66294.1_486
ppa:PAS_chr1-1_0190	lcl|CP014715.1_cds_AOA65595.1_487
ppa:PAS_chr1-1_0191	lcl|CP014715.1_cds_AOA65394.1_488
ppa:PAS_chr1-1_0192	lcl|CP014715.1_cds_AOA66328.1_489
ppa:PAS_chr1-1_0193	lcl|CP014715.1_cds_AOA65395.1_490
ppa:PAS_chr1-1_0194	lcl|CP014715.1_cds_AOA65711.1_491
ppa:PAS_chr1-1_0195	lcl|CP014715.1_cds_AOA65999.1_492
ppa:PAS_chr1-1_0196	lcl|CP014715.1_cds_AOA65481.1_493
ppa:PAS_chr1-1_0197	lcl|CP014715.1_cds_AOA65580.1_494
ppa:PAS_chr1-1_0198	lcl|CP014715.1_cds_AOA65414.1_495
ppa:PAS_chr1-1_0199	lcl|CP014715.1_cds_AOA66744.1_496
ppa:PAS_chr1-1_0482	lcl|CP014715.1_cds_AOA65981.1_497
ppa:PAS_chr1-1_0200	lcl|CP014715.1_cds_AOA66056.1_498
ppa:PAS_chr1-1_0201	lcl|CP014715.1_cds_AOA66253.1_499
ppa:PAS_chr1-1_0483	lcl|CP014715.1_cds_AOA65743.1_500
ppa:PAS_chr1-1_0202	lcl|CP014715.1_cds_AOA66852.1_501
ppa:PAS_chr1-1_0203	lcl|CP014715.1_cds_AOA65696.1_502
ppa:PAS_chr1-1_0206	lcl|CP014715.1_cds_AOA65869.1_503
ppa:PAS_chr1-1_0207	lcl|CP014715.1_cds_AOA66643.1_504
ppa:PAS_chr1-1_0484	lcl|CP014715.1_cds_AOA66911.1_505
ppa:PAS_chr1-1_0209	lcl|CP014715.1_cds_AOA66072.1_506
ppa:PAS_chr1-1_0210	lcl|CP014715.1_cds_AOA66202.1_507
ppa:PAS_chr1-1_0211	lcl|CP014715.1_cds_AOA65489.1_508
ppa:PAS_chr1-1_0212	lcl|CP014715.1_cds_AOA66186.1_509
ppa:PAS_chr1-1_0213	lcl|CP014715.1_cds_AOA66477.1_510
ppa:PAS_chr1-1_0214	lcl|CP014715.1_cds_AOA65464.1_511
ppa:PAS_chr1-1_0485	lcl|CP014715.1_cds_AOA66305.1_512
ppa:PAS_chr1-1_0215	lcl|CP014715.1_cds_AOA66000.1_513
ppa:PAS_chr1-1_0216	lcl|CP014715.1_cds_AOA66619.1_514
ppa:PAS_chr1-1_0216	lcl|CP014718.1_cds_AOA69735.1_4453
ppa:PAS_chr1-1_0217	lcl|CP014715.1_cds_AOA66870.1_515
ppa:PAS_chr1-1_0218	lcl|CP014715.1_cds_AOA66555.1_516
ppa:PAS_chr1-1_0219	lcl|CP014715.1_cds_AOA66274.1_517
ppa:PAS_chr1-1_0219	lcl|CP014718.1_cds_AOA69681.1_4162
ppa:PAS_chr1-1_0220	lcl|CP014715.1_cds_AOA65757.1_518
ppa:PAS_chr1-1_0221	lcl|CP014715.1_cds_AOA66559.1_519
ppa:PAS_chr1-1_0223	lcl|CP014715.1_cds_AOA66117.1_520
ppa:PAS_chr1-1_0224	lcl|CP014715.1_cds_AOA65376.1_521
ppa:PAS_chr1-1_0225	lcl|CP014715.1_cds_AOA65706.1_522
ppa:PAS_chr1-1_0226	lcl|CP014715.1_cds_AOA66357.1_523
ppa:PAS_chr1-1_0227	lcl|CP014715.1_cds_AOA65853.1_524
ppa:PAS_chr1-1_0228	lcl|CP014715.1_cds_AOA66163.1_525
ppa:PAS_chr1-1_0229	lcl|CP014715.1_cds_AOA65428.1_526
ppa:PAS_chr1-1_0229	lcl|CP014715.1_cds_AOA66811.1_527
ppa:PAS_chr1-1_0230	lcl|CP014715.1_cds_AOA66811.1_527
ppa:PAS_chr1-1_0230	lcl|CP014715.1_cds_AOA65428.1_526
ppa:PAS_chr1-1_0231	lcl|CP014715.1_cds_AOA65691.1_528
ppa:PAS_chr1-1_0232	lcl|CP014715.1_cds_AOA66079.1_529
ppa:PAS_chr1-1_0233	lcl|CP014715.1_cds_AOA66600.1_530
ppa:PAS_chr1-1_0235	lcl|CP014715.1_cds_AOA66862.1_531
ppa:PAS_chr1-1_0236	lcl|CP014715.1_cds_AOA65526.1_532
ppa:PAS_chr1-1_0236	lcl|CP014715.1_cds_AOA66618.1_673
ppa:PAS_chr1-1_0237	lcl|CP014715.1_cds_AOA66563.1_533
ppa:PAS_chr1-1_0238	lcl|CP014715.1_cds_AOA66002.1_534
ppa:PAS_chr1-1_0239	lcl|CP014715.1_cds_AOA65746.1_535
ppa:PAS_chr1-1_0486	lcl|CP014715.1_cds_AOA66231.1_536
ppa:PAS_chr1-1_0241	lcl|CP014715.1_cds_AOA66751.1_537
ppa:PAS_chr1-1_0242	lcl|CP014715.1_cds_AOA65742.1_538
ppa:PAS_chr1-1_0243	lcl|CP014715.1_cds_AOA65692.1_539
ppa:PAS_chr1-1_0244	lcl|CP014715.1_cds_AOA66461.1_540
ppa:PAS_chr1-1_0245	lcl|CP014715.1_cds_AOA65517.1_541
ppa:PAS_chr1-1_0246	lcl|CP014715.1_cds_AOA65718.1_542
ppa:PAS_chr1-1_0247	lcl|CP014715.1_cds_AOA66003.1_543
ppa:PAS_chr1-1_0248	lcl|CP014715.1_cds_AOA66180.1_544
ppa:PAS_chr1-1_0249	lcl|CP014715.1_cds_AOA65880.1_545
ppa:PAS_chr1-1_0250	lcl|CP014715.1_cds_AOA66456.1_546
ppa:PAS_chr1-1_0251	lcl|CP014715.1_cds_AOA66388.1_547
ppa:PAS_chr1-1_0252	lcl|CP014715.1_cds_AOA65978.1_548
ppa:PAS_chr1-1_0253	lcl|CP014715.1_cds_AOA66475.1_549
ppa:PAS_chr1-1_0254	lcl|CP014715.1_cds_AOA66615.1_550
ppa:PAS_chr1-1_0255	lcl|CP014715.1_cds_AOA65722.1_551
ppa:PAS_chr1-1_0257	lcl|CP014715.1_cds_AOA65731.1_552
ppa:PAS_chr1-1_0258	lcl|CP014715.1_cds_AOA66819.1_553
ppa:PAS_chr1-1_0259	lcl|CP014715.1_cds_AOA66327.1_554
ppa:PAS_chr1-1_0260	lcl|CP014715.1_cds_AOA65855.1_555
ppa:PAS_chr1-1_0261	lcl|CP014715.1_cds_AOA65490.1_556
ppa:PAS_chr1-1_0262	lcl|CP014715.1_cds_AOA66533.1_557
ppa:PAS_chr1-1_0263	lcl|CP014715.1_cds_AOA66359.1_558
ppa:PAS_chr1-1_0264	lcl|CP014715.1_cds_AOA65782.1_559
ppa:PAS_chr1-1_0265	lcl|CP014715.1_cds_AOA65920.1_560
ppa:PAS_chr1-1_0266	lcl|CP014715.1_cds_AOA66512.1_561
ppa:PAS_chr1-1_0267	lcl|CP014715.1_cds_AOA65494.1_562
ppa:PAS_chr1-1_0269	lcl|CP014715.1_cds_AOA65958.1_563
ppa:PAS_chr1-1_0270	lcl|CP014715.1_cds_AOA65816.1_564
ppa:PAS_chr1-1_0273	lcl|CP014715.1_cds_AOA66358.1_566
ppa:PAS_chr1-1_0274	lcl|CP014715.1_cds_AOA66225.1_567
ppa:PAS_chr1-1_0275	lcl|CP014715.1_cds_AOA66415.1_568
ppa:PAS_chr1-1_0488	lcl|CP014715.1_cds_AOA66792.1_569
ppa:PAS_chr1-1_0276	lcl|CP014715.1_cds_AOA65744.1_570
ppa:PAS_chr1-1_0489	lcl|CP014715.1_cds_AOA66878.1_571
ppa:PAS_chr1-1_0277	lcl|CP014715.1_cds_AOA66187.1_572
ppa:PAS_chr1-1_0278	lcl|CP014715.1_cds_AOA65848.1_573
ppa:PAS_chr1-1_0279	lcl|CP014715.1_cds_AOA65827.1_574
ppa:PAS_chr1-1_0490	lcl|CP014715.1_cds_AOA66395.1_575
ppa:PAS_chr1-1_0491	lcl|CP014715.1_cds_AOA65728.1_576
ppa:PAS_chr1-1_0280	lcl|CP014715.1_cds_AOA65728.1_576
ppa:PAS_chr1-1_0281	lcl|CP014715.1_cds_AOA65878.1_577
ppa:PAS_chr1-1_0282	lcl|CP014715.1_cds_AOA65591.1_578
ppa:PAS_chr1-1_0284	lcl|CP014715.1_cds_AOA65922.1_579
ppa:PAS_chr1-1_0492	lcl|CP014715.1_cds_AOA65575.1_580
ppa:PAS_chr1-1_0286	lcl|CP014715.1_cds_AOA66443.1_581
ppa:PAS_chr1-1_0287	lcl|CP014715.1_cds_AOA66069.1_582
ppa:PAS_chr1-1_0288	lcl|CP014715.1_cds_AOA65416.1_583
ppa:PAS_chr1-1_0493	lcl|CP014715.1_cds_AOA65687.1_584
ppa:PAS_chr1-1_0289	lcl|CP014715.1_cds_AOA66121.1_585
ppa:PAS_chr1-1_0290	lcl|CP014715.1_cds_AOA66419.1_586
ppa:PAS_chr1-1_0291	lcl|CP014715.1_cds_AOA66381.1_587
ppa:PAS_chr1-1_0292	lcl|CP014715.1_cds_AOA66083.1_588
ppa:PAS_chr1-1_0293	lcl|CP014715.1_cds_AOA66763.1_589
ppa:PAS_chr1-1_0294	lcl|CP014715.1_cds_AOA65926.1_590
ppa:PAS_chr1-1_0295	lcl|CP014715.1_cds_AOA66147.1_591
ppa:PAS_chr1-1_0296	lcl|CP014715.1_cds_AOA65533.1_592
ppa:PAS_chr1-1_0297	lcl|CP014715.1_cds_AOA66575.1_593
ppa:PAS_chr1-1_0298	lcl|CP014715.1_cds_AOA66756.1_594
ppa:PAS_chr1-1_0495	lcl|CP014715.1_cds_AOA66629.1_595
ppa:PAS_chr1-1_0299	lcl|CP014715.1_cds_AOA65830.1_596
ppa:PAS_chr1-1_0300	lcl|CP014715.1_cds_AOA65806.1_597
ppa:PAS_chr1-1_0301	lcl|CP014715.1_cds_AOA66086.1_598
ppa:PAS_chr1-1_0302	lcl|CP014715.1_cds_AOA66804.1_599
ppa:PAS_chr1-1_0303	lcl|CP014715.1_cds_AOA65372.1_600
ppa:PAS_chr1-1_0304	lcl|CP014715.1_cds_AOA65519.1_601
ppa:PAS_chr1-1_0305	lcl|CP014715.1_cds_AOA66753.1_602
ppa:PAS_chr1-1_0306	lcl|CP014715.1_cds_AOA66413.1_603
ppa:PAS_chr1-1_0307	lcl|CP014715.1_cds_AOA66235.1_604
ppa:PAS_chr1-1_0308	lcl|CP014715.1_cds_AOA66401.1_605
ppa:PAS_chr1-1_0309	lcl|CP014715.1_cds_AOA66832.1_606
ppa:PAS_chr1-1_0310	lcl|CP014715.1_cds_AOA66111.1_607
ppa:PAS_chr1-1_0311	lcl|CP014715.1_cds_AOA65617.1_608
ppa:PAS_chr1-1_0312	lcl|CP014715.1_cds_AOA65680.1_609
ppa:PAS_chr1-1_0313	lcl|CP014715.1_cds_AOA65947.1_610
ppa:PAS_chr1-1_0313	lcl|CP014715.1_cds_AOA65605.1_1183
ppa:PAS_chr1-1_0314	lcl|CP014715.1_cds_AOA65568.1_611
ppa:PAS_chr1-1_0317	lcl|CP014715.1_cds_AOA66836.1_612
ppa:PAS_chr1-1_0318	lcl|CP014715.1_cds_AOA66556.1_613
ppa:PAS_chr1-1_0319	lcl|CP014715.1_cds_AOA66457.1_614
ppa:PAS_chr1-1_0319	lcl|CP014715.1_cds_AOA66457.1_614
ppa:PAS_chr1-1_0320	lcl|CP014715.1_cds_AOA66044.1_615
ppa:PAS_chr1-1_0322	lcl|CP014715.1_cds_AOA65727.1_616
ppa:PAS_chr1-1_0323	lcl|CP014715.1_cds_AOA66593.1_617
ppa:PAS_chr1-1_0324	lcl|CP014715.1_cds_AOA65540.1_618
ppa:PAS_chr1-1_0325	lcl|CP014715.1_cds_AOA66506.1_619
ppa:PAS_chr1-1_0326	lcl|CP014715.1_cds_AOA65690.1_620
ppa:PAS_chr1-1_0327	lcl|CP014715.1_cds_AOA65425.1_621
ppa:PAS_chr1-1_0496	lcl|CP014715.1_cds_AOA65804.1_622
ppa:PAS_chr1-1_0328	lcl|CP014715.1_cds_AOA66169.1_623
ppa:PAS_chr1-1_0329	lcl|CP014715.1_cds_AOA66651.1_624
ppa:PAS_chr1-1_0497	lcl|CP014715.1_cds_AOA66016.1_625
ppa:PAS_chr1-1_0331	lcl|CP014715.1_cds_AOA65588.1_626
ppa:PAS_chr1-1_0332	lcl|CP014715.1_cds_AOA65871.1_627
ppa:PAS_chr1-1_0334	lcl|CP014715.1_cds_AOA66168.1_628
ppa:PAS_chr1-1_0335	lcl|CP014715.1_cds_AOA66426.1_629
ppa:PAS_chr1-1_0336	lcl|CP014715.1_cds_AOA65891.1_630
ppa:PAS_chr1-1_0338	lcl|CP014715.1_cds_AOA65564.1_631
ppa:PAS_chr1-1_0339	lcl|CP014715.1_cds_AOA65802.1_632
ppa:PAS_chr1-1_0498	lcl|CP014715.1_cds_AOA65569.1_633
ppa:PAS_chr1-1_0340	lcl|CP014715.1_cds_AOA65508.1_634
ppa:PAS_chr1-1_0341	lcl|CP014715.1_cds_AOA65941.1_635
ppa:PAS_chr1-1_0345	lcl|CP014715.1_cds_AOA66662.1_636
ppa:PAS_chr1-1_0346	lcl|CP014715.1_cds_AOA66212.1_637
ppa:PAS_chr1-1_0347	lcl|CP014715.1_cds_AOA65374.1_638
ppa:PAS_chr1-1_0348	lcl|CP014715.1_cds_AOA66397.1_639
ppa:PAS_chr1-1_0349	lcl|CP014715.1_cds_AOA66854.1_640
ppa:PAS_chr1-1_0350	lcl|CP014715.1_cds_AOA66851.1_641
ppa:PAS_chr1-1_0351	lcl|CP014715.1_cds_AOA66429.1_642
ppa:PAS_chr1-1_0352	lcl|CP014715.1_cds_AOA65693.1_643
ppa:PAS_chr1-1_0353	lcl|CP014715.1_cds_AOA65719.1_644
ppa:PAS_chr1-1_0353	lcl|CP014715.1_cds_AOA65719.1_644
ppa:PAS_chr1-1_0354	lcl|CP014715.1_cds_AOA65390.1_645
ppa:PAS_chr1-1_0355	lcl|CP014715.1_cds_AOA66592.1_646
ppa:PAS_chr1-1_0356	lcl|CP014715.1_cds_AOA66341.1_647
ppa:PAS_chr1-1_0357	lcl|CP014715.1_cds_AOA65834.1_648
ppa:PAS_chr1-1_0358	lcl|CP014715.1_cds_AOA66435.1_649
ppa:PAS_chr1-1_0499	lcl|CP014715.1_cds_AOA66541.1_650
ppa:PAS_chr1-1_0359	lcl|CP014715.1_cds_AOA66850.1_651
ppa:PAS_chr1-1_0360	lcl|CP014715.1_cds_AOA66406.1_652
ppa:PAS_chr1-1_0361	lcl|CP014715.1_cds_AOA66336.1_653
ppa:PAS_chr1-1_0361	lcl|CP014715.1_cds_AOA66336.1_653
ppa:PAS_chr1-1_0363	lcl|CP014715.1_cds_AOA66102.1_654
ppa:PAS_chr1-1_0364	lcl|CP014715.1_cds_AOA66718.1_655
